Temperature,Top P,Top K,BM25 Weight,Extracted Concepts
0.5,0.95,1,0.6,"Arête (Excellence/Virtue) [#8B008B], Eudaimonia (Flourishing/Happiness) [#C71585], Phronesis (Practical Wisdom) [#8B0000], Prohairesis (Choice) [#FF1493], Ethos (Character) [#556B2F], Dikaion (Justice) [#2E8B57], Sophrosyne (Temperance) [#FF8C00], Andreia (Courage) [#228B22], Dikaiosune (Justice) [#2E8B57], Aidos (Shame) [#800000]"
0.5,0.95,25,0.6,"Arête (Excellence/Virtue) [#8B008B], Phronesis (Practical Wisdom) [#8B0000], Ethos (Habit/Character) [#556B2F], Eudaimonia (Flourishing/Happiness) [#C71585], Megalopsychia (Magnanimity) [#6A5ACD], Nomos (Law/Custom) [#483D8B], Dikaiosyne (Justice) [#2E8B57], Sophrosyne (Temperance) [#FF8C00], Andreia (Courage) [#228B22], Aidos (Shame/Respect) [#800000]"
0.5,0.95,50,0.6,"Arête (Virtue) [#8B008B], Phronesis (Practical Wisdom) [#8B0000], Eudaimonia (Flourishing/Happiness) [#C71585], Prohairesis (Choice) [#FF1493], Nikomachean Ethics [#FF6347], Moral Responsibility [#006400], Moral Virtue [#006400], Moral Decision-Making [#006400], Moral Education [#006400], Moral Habit [#006400]"
0.5,0.95,75,0.6,"Arête (Virtue) [#8B008B], Phronesis (Practical Wisdom) [#8B0000], Eudaimonia (Happiness/Flourishing) [#C71585], Nike (Victory) [#708090], Dikaiosyne (Justice) [#2E8B57], Sophrosyne (Temperance) [#FF8C00], Thumos (Spiritedness) [#228B22], Prohairesis (Choice) [#FF1493], Arete (Excellence) [#8B008B], Kakia (Vice) [#20B2AA]"
0.5,0.95,100,0.6,"Arête (ἀρετή) [#8B008B], Phronesis (φρόνησις) [#8B0000], Eudaimonia (εὐδαιμονία) [#C71585], Hedone (ἡδονή) [#8B4513], Kakia (κακία) [#20B2AA], Dikaiosune (δικαιοσύνη) [#9932CC], Sophrosune (σωφροσύνη) [#800000], Andreia (ἀνδρεία) [#228B22], Megalopsuchia (μεγαλοψυχία) [#FF4500], Philautia (φιλία) [#000000]"
0.5,0.95,50,0.0,"Arête (Excellence/Virtue) [#8B008B], Phronesis (Practical Wisdom) [#8B0000], Mesotes (Mean) [#D2691E], Prohairesis (Choice) [#FF1493], Ethos (Character) [#556B2F], Eudaimonia (Flourishing/Happiness) [#C71585], Arete (Courage) [#228B22], Sophrosyne (Temperance) [#FF8C00], Dikaiosyne (Justice) [#2E8B57], Philos (Friendship) [#808000]"
0.5,0.95,50,0.25,"Arête (Virtue) [#8B008B], Phronesis (Practical Wisdom) [#8B0000], Eudaimonia (Flourishing/Happiness) [#C71585], Hedone (Pleasure) [#8B4513], Kakia (Vices) [#20B2AA], Prohairesis (Choice) [#FF1493], Nomos (Law) [#483D8B], Dikaiosyne (Justice) [#2E8B57], Sophrosyne (Temperance) [#FF8C00], Andreia (Courage) [#228B22]"
0.5,0.95,50,0.5,"Arête (Virtue) [#8B008B], Phronesis (Practical Wisdom) [#8B0000], Nike (Victory) [#708090], Dikaiosyne (Justice) [#2E8B57], Sophrosyne (Temperance) [#FF8C00], Arete (Excellence) [#8B008B], Eudaimonia (Happiness/Flourishing) [#C71585], Kakia (Vice) [#20B2AA], Prohairesis (Choice) [#FF1493], Megalopsychia (Magnanimity) [#6A5ACD]"
0.5,0.95,50,0.75,"Arête (Excellence/Virtue) [#8B008B], Phronesis (Practical Wisdom) [#8B0000], Eudaimonia (Flourishing/Happiness) [#C71585], Nikomachean Ethics [#FF6347], Moral Responsibility and Action [#006400], Habit (Ethos) [#556B2F], Moral Responsibility and Community [#006400], Moral Responsibility and Education [#006400], Moral Responsibility and Law [#006400], Moral Responsibility and Happiness [#006400]"
0.5,0.95,50,1.0,"Arête (Virtue) [#8B008B], Eudaimonia (Happiness/Flourishing) [#C71585], Phronesis (Practical Wisdom) [#8B0000], Nike (Victory) [#708090], Dikaiosyne (Justice) [#2E8B57], Sophrosyne (Temperance) [#FF8C00], Andreia (Courage) [#228B22], Megalopsychia (Magnanimity) [#6A5ACD], Kakia (Vice) [#20B2AA], Prohairesis (Choice) [#FF1493]"
